film_id,genre,director_name,title,length,rating
6058,comedy,Erik Oliver,Structure down family yes simple.,0.97,43.208544039983614
6059,romance,William Anderson,Any everyone ago statement gun such clearly worry.,0.36,56.28332590256585
6060,romance,Ricardo Villarreal,Black however word last put film sell simply.,1.98,59.656362882604476
6061,scifi,Morgan White,Just up religious including eye treatment appear.,1.67,55.541555412438186
6062,romance,Valerie Curry,State environmental adult citizen green.,1.95,51.743117879428716
6063,comedy,Debra Smith,Else bed sure impact morning system.,1.02,57.83589462274281
6064,romance,Madison Kelly,Develop open be.,0.39,43.17394060689642
6065,romance,Janet James,Remember role various possible production lot system.,1.03,57.33635660587504
6066,romance,Dominique Floyd,Prove film paper recognize college science stop.,2.15,42.50029882402163
6067,documentary,David Dawson,Seek hit south apply.,3.08,50.329055251621085
6068,romance,Elizabeth Carroll,Fire degree easy wonder stay price marriage.,3.0900000000000003,58.14337279921653
6069,romance,Jasmine Page,Particularly rule various many lawyer generation.,1.94,50.809656728651625
6070,scifi,Krista Meadows,Truth hotel prevent student.,1.8,44.31062475875076
6071,documentary,Jacqueline Mccarty,Four court direction increase action.,2.5500000000000003,38.179732105026574
6072,romance,James Castillo,Amount per table forget statement middle.,1.09,63.00409832338714
6073,documentary,Emily Chase,Able free show scientist too green.,2.75,35.9683497055323
6074,comedy,Alicia Anderson,Analysis former past dog ball.,3.1,51.90336426113409
6075,scifi,Albert Andrews,Nice include will white foot foreign.,0.72,55.874899546032815
6076,scifi,Alexander Knight,Anything try young woman court he child head.,2.8600000000000003,64.72569397116388
6077,comedy,Brandy Johnson,Heavy Congress new down must item major.,1.14,59.38417116391824
6078,documentary,Mr. Steven English,Clear house stand.,1.67,58.62358738298236
6079,romance,Andrea Montgomery,Find once serious pretty care.,0.63,53.72668055705503
6080,scifi,Donald Richardson,Modern must health foot blue room start.,0.8500000000000001,37.35366117135645
6081,romance,Shirley Powers,Continue use buy physical ten watch and weight.,2.6700000000000004,49.19942544738924
6082,scifi,Ethan Fisher,She house somebody trouble song.,0.81,44.26043058059711
6083,scifi,Stephen Garner,Top point west special may drop yes.,2.0700000000000003,71.58362661701918
6084,scifi,Justin Mueller,Describe push understand raise manage father kind pick.,1.74,43.11142777938706
6085,comedy,Pamela Hart,Nature Congress lead myself occur specific general.,2.6500000000000004,54.482055318518896
6086,comedy,Dakota Marshall,Usually we security ready lose.,1.88,53.7361911621113
6087,scifi,Cassandra Morrison,Rate peace discover.,2.22,49.286403828282666
6088,documentary,Thomas Santos,Here catch think five establish agree.,1.63,47.82971172119982
6089,scifi,Erika Odom,Ball society training parent country.,1.8399999999999999,49.36040235480164
6090,scifi,Ernest Frost,Still tough organization still standard sort.,0.2,51.22920195935891
6091,romance,Luis Peterson,It yeah usually along free.,3.1700000000000004,56.71971236353498
6092,romance,Juan Williams,Likely stay ability dark.,2.25,48.361506527221906
6093,documentary,Angela Washington,Ever special throughout.,0.8999999999999999,33.2797082076524
6094,romance,Andrew Jones,Service ok spend trouble cause.,3.18,50.439352137962715
6095,comedy,Amber Shaffer,Me without any north heavy wall.,1.05,46.42279144168484
6096,scifi,Molly Montoya,Decision religious heavy they.,0.46,39.80753564121643
6097,comedy,Alexis Rodriguez,Issue Mrs top nature manage.,1.92,56.88908296012524
6098,comedy,Jennifer Drake,Important manage military away language.,0.79,45.560736624967326
6099,comedy,Harry Patel,Need or some final mention arrive.,2.24,39.86471986266848
6100,documentary,Garrett Jones,Member gun attorney reason often.,0.73,58.30929045114205
6101,comedy,David Hernandez,Its address report threat practice there.,2.21,55.23022534572014
6102,scifi,Brenda Flores,Available score detail.,2.71,43.213344269968815
6103,comedy,Tonya Shaffer,Change performance everybody door raise already glass.,1.69,46.70767351910092
6104,documentary,Zachary Meyers,Entire throw past maintain.,3.1,66.9339604429555
6105,scifi,Drew Hunt,Capital nice nothing later.,0.39,38.748150671158925
6106,scifi,Robert Perez,Walk assume base music.,0.56,46.55706802343552
6107,romance,Debbie Williams,Mrs leave thousand series.,3.04,55.10765192227667
6108,scifi,Thomas Thornton,Offer employee tend health.,1.55,28.04988712560997
6109,comedy,Brittany Patel,Manage radio physical beautiful brother charge.,0.51,56.08806080813055
6110,documentary,Andrew Martinez,Network former get student issue same right.,2.97,65.86009739547976
6111,comedy,Susan Beck,Happen radio door staff.,0.43000000000000005,28.53029029914451
6112,comedy,Steven Davis,Particular man really itself.,1.51,54.46401758381107
6113,documentary,Caleb Bailey PhD,Positive Congress station action.,0.7,59.34113081710608
6114,romance,Johnathan Warren,Mean issue development speak growth morning grow.,0.2,50.92159660379316
6115,comedy,Jennifer Strong,List participant among statement return question stage.,2.6700000000000004,42.06686254340143
6116,comedy,Cynthia Johnson,Year practice when position father.,1.22,41.86297391715639
6117,scifi,Teresa Robinson,Image woman story across go everybody.,2.21,58.908865282071105
6118,romance,Corey Williams,Off improve safe want third team.,0.47000000000000003,49.942578987867
6119,romance,Lisa Fischer,Sound position season.,3.1700000000000004,49.96493910732335
6120,romance,Megan Smith,Against produce agreement when production call notice.,2.2800000000000002,42.222960389759955
6121,comedy,Brandon Spencer,Also citizen training.,1.16,44.402731771631146
6122,documentary,Christina Deleon,Behind rock conference strategy positive item message.,0.5800000000000001,49.269255234271284
6123,documentary,Susan Wyatt,Service safe when thus.,1.82,68.69204991737048
6124,documentary,Andrew Stevens,Authority community ground.,0.8400000000000001,40.65013118835245
6125,comedy,Kristin Mann,Democratic free control interesting usually air song role.,3.1700000000000004,36.53693049284963
6126,comedy,Russell Copeland,Own everybody tonight civil figure floor.,2.31,48.31284060910596
6127,comedy,Monica Gates,Major collection cup later situation word throw meet.,2.79,49.3381167440689
6128,scifi,Laura Morales,Teach article wind though risk model majority.,1.1,40.697277446158196
6129,comedy,Lacey Chung,Official later window somebody lead major.,1.64,43.518738579847664
6130,comedy,Mark Duffy,Wear style consider near east note use.,1.26,62.958025467185514
6131,romance,Sharon Miles,Child radio hotel family force.,2.0,63.94313066995592
6132,scifi,Kimberly Baker,Issue identify success buy base child.,0.66,61.23055783815501
6133,scifi,Brandi Walker,Should decade student guy.,3.0300000000000002,48.56845831306369
6134,comedy,Craig James,War strong trial ball else team.,1.8499999999999999,61.17242081214338
6135,scifi,Chad Good,Play administration town want ever tough.,1.46,65.52362243765725
6136,scifi,Amy Adams,Day million brother.,2.7,60.56046191578135
6137,romance,Hailey Blackburn,Become admit race skin move enough.,1.5999999999999999,51.161245001210006
6138,scifi,Jennifer Ballard,Religious however pressure democratic thank western the itself.,0.53,59.98914499485853
6139,romance,Brian Alexander,Kid cause season big share black more.,2.3200000000000003,57.14533160553699
6140,comedy,James Hernandez,Investment rock benefit wear.,1.54,48.25703637271422
6141,scifi,Zachary Graham,Moment gas newspaper require.,0.76,39.4545133057337
6142,comedy,James Sheppard,Car majority ago where voice go mean.,3.04,52.1243382719014
6143,scifi,Carolyn Ramsey,Box house different exactly.,0.9199999999999999,64.85709395778483
6144,comedy,Justin Robinson,Cold order customer past state prevent.,1.49,62.89455626827878
6145,documentary,Richard Martin,Difficult important meeting south top many back.,1.8399999999999999,57.71165870726337
6146,romance,Juan Zimmerman,Surface task will power must woman challenge.,0.8600000000000001,53.76281127980581
6147,documentary,Linda Mayo,Story major trial difference.,1.65,26.78028129128853
6148,comedy,Cynthia Parker,Forget offer thousand response cold wind single.,2.7600000000000002,60.74894184359463
6149,documentary,Lucas Fernandez,Represent style law time interest tax do.,3.0900000000000003,63.21919588353242
6150,comedy,Maria Villanueva,Actually public force out region effort stay.,1.8399999999999999,44.52328261826282
6151,documentary,Tammy Jackson,Place analysis style free.,0.5800000000000001,57.422613403613425
6152,comedy,Matthew Stein,Style pick institution yet of name difficult.,2.09,37.048767932817135
6153,romance,Kristine Andrews,Light management smile in politics difficult.,0.71,42.49517003515175
6154,comedy,Carol Snyder,Some speech fear woman try.,1.77,61.92175765158959
6155,documentary,Monique Humphrey,General happy value as really enjoy.,2.17,31.606793198845637
6156,comedy,Michael Flores,Can speech character create property.,1.25,38.409365954170056
6157,documentary,Whitney Lucero,Red see start imagine PM.,3.0500000000000003,43.118681076262845
6158,scifi,Sara Carlson,May different spring strong major I spring.,2.19,52.69433575975132
6159,romance,Chelsey Rose,Hundred office everyone often.,2.31,44.78007264592219
6160,documentary,Matthew Kline,Popular national boy wish likely.,1.06,51.64318888561695
6161,comedy,Heather Clark,Listen least movie success student.,1.21,51.58295046384122
6162,comedy,Kristy Malone,War present especially law.,2.23,63.82158350404242
6163,comedy,Christopher Ramirez,Short resource amount behind although ten young card.,0.48000000000000004,44.88162068380494
6164,scifi,Veronica Hines,Camera summer system education.,0.45,59.38100581286379
6165,documentary,Scott Benson,Wear hundred can market.,1.42,46.356346430046635
6166,scifi,William Smith,Top order material.,2.04,57.001901984633996
6167,comedy,Shelly Lee,All party big left decide bed how.,1.3599999999999999,67.51748406761513
6168,romance,Lisa Berger,Already north strategy argue you.,3.1900000000000004,65.58411136752855
6169,romance,Jennifer Bruce,Conference institution yeah big force several.,1.14,39.33599415317756
6170,documentary,Bonnie Bowers,Early dark imagine floor which artist reason.,1.79,37.47064530523199
6171,comedy,Kelly Baker,Near accept experience interview involve find move dark.,2.72,55.0325317927054
6172,comedy,Monica Chang,Entire past police still window individual thing.,2.7800000000000002,42.96649790180758
6173,scifi,Kristine Hardy,Art air onto.,3.1,36.84019473765186
6174,scifi,Christopher Weber,Officer drug up present window sister.,2.41,32.76259961067089
6175,romance,Daniel Weber,Win visit family product onto use.,0.78,53.946275091965944
6176,romance,Shannon Colon,Team research short four trip officer.,2.4000000000000004,60.24055149327046
6177,documentary,Zachary Dyer,Manager suddenly recent both.,1.68,48.50441053337491
6178,documentary,David Henson,Talk police late campaign reality at short.,0.8300000000000001,27.82363101160742
6179,romance,Kathryn Lee,Law else pattern base threat director.,2.2600000000000002,74.66757275516323
6180,documentary,David Martin,Help notice threat move plan keep.,2.47,45.83593989716035
6181,comedy,Tina Anderson,Return organization he decide material sound.,0.8800000000000001,50.14750846790134
6182,romance,Cameron Hull,Life energy couple wonder sometimes plant.,2.5500000000000003,47.17169029595568
6183,scifi,Sharon Kelley,Herself room art seek thank throw operation.,0.46,52.15478444387481
6184,documentary,Stephanie Ball,Significant minute top administration.,2.5300000000000002,39.329195828998294
6185,romance,Brandi Reeves,Well policy moment artist start out.,2.74,58.32561906521124
6186,comedy,Karl Craig,Note lawyer debate effect finish home.,2.8800000000000003,61.75647308623698
6187,comedy,Elizabeth Wood,Either true while ok identify view.,1.44,50.33829469642405
6188,romance,Christopher Johnson,Win page then allow lot.,2.49,50.87386389451409
6189,romance,Cynthia Miller MD,Should hot student education focus.,1.39,54.18932503790438
6190,documentary,Kristine Davies,Interesting cut brother police produce than.,0.72,51.85512314091871
6191,scifi,Monica Kelley,Boy allow itself painting assume remember many indeed.,1.16,51.815104644581886
6192,comedy,Jason Joseph,Idea stay bag national better he over.,2.25,42.24724164583434
6193,romance,Tiffany Monroe,Loss hundred relate even.,0.6799999999999999,63.816529562495965
6194,comedy,Lisa Robinson,Stage thousand guess finally.,1.72,44.491825521813105
6195,scifi,Robin Brown,Music green yet world sign establish.,1.01,59.56357518100913
6196,comedy,Melinda Huerta,Its trouble fall pay.,0.21000000000000002,47.88921756251151
6197,scifi,Tammie Kelly,Answer this idea care too human.,0.6799999999999999,47.610682587982964
6198,documentary,Donald Stevens,Meet small activity almost.,1.3699999999999999,53.746382944648715
6199,scifi,Cassandra Scott,However reflect visit simply huge manager.,1.24,33.831330787922724
6200,documentary,Robin Perkins,Would white feeling debate bit real.,1.71,49.260240759656554
6201,romance,Austin Kaiser,Simple fish finish above body sure about.,1.41,62.70329606399726
6202,romance,Zachary Lopez,Fight difference everyone fight back six.,1.79,45.81854807329119
6203,comedy,Ronald Stewart,Party agreement those stage art skill bar.,0.64,51.89913505020825
6204,scifi,Christine Jennings,Success poor surface common tax institution real.,0.94,57.230882631984656
6205,romance,Morgan Ellis,Whom five physical pattern.,2.79,46.68765054518329
6206,scifi,David Terry,Herself base just.,2.6500000000000004,47.67291677938265
6207,romance,Christina Jimenez,Reflect series accept population language American wife.,1.76,58.57910365084174
6208,scifi,Angela Ibarra,He police really work safe.,2.52,29.576975332446903
6209,documentary,Lawrence Smith,Learn why call number television attack.,1.8,56.85587060955077
6210,romance,Connie Gallegos,Carry expert discover beyond treat news.,2.75,51.33749012525423
6211,scifi,Sharon Howell MD,Other important risk beyond management choice.,1.75,39.709037032946135
6212,documentary,Rachel Hall,Must certainly challenge blood company.,0.56,34.212097228812304
6213,scifi,Mark Francis,Half kid individual watch writer.,1.75,45.469759210319545
6214,romance,Rebecca Grant,Speech part a any.,3.1900000000000004,47.12139002528403
6215,documentary,Daniel Huber,Century local paper lay.,2.0700000000000003,45.77226536259907
6216,comedy,Ashley Dawson,Travel season write business later everyone since.,2.93,51.58887158463879
6217,documentary,Connie Blake,Role reflect traditional a professional.,1.57,40.58219214502583
6218,romance,Shelly Sweeney,Choice field fine now despite.,2.17,38.72592230972829
6219,documentary,Rachel Garcia,Suddenly wish lose Democrat.,1.48,40.884245258068916
6220,comedy,Steven Davis,Draw rest but hour especially about create.,0.8800000000000001,57.50910094225294
6221,scifi,Alan Williams,Heart article dream security produce.,1.27,63.751724308537185
6222,documentary,Karen Brooks,Yourself fund land director for listen.,1.74,22.719483015872402
6223,scifi,Joshua Turner,White detail drop attack surface.,2.64,53.52741026161866
6224,romance,Tyler Miller,Different hold strategy specific condition leader record.,0.81,59.063137619020296
6225,romance,Sara Burgess,Loss culture war study reach leg gun.,1.49,43.83759944507488
6226,comedy,Rebecca Robbins,Five range author product make until role.,1.32,44.85926620614109
6227,scifi,Nicholas Patel,Leg total itself sort.,0.8,56.815102150137285
6228,scifi,Sarah Thomas,They month enter seat mind care describe high.,1.47,47.904721407650655
6229,scifi,Beth Gardner,Learn remain administration month.,1.64,42.5715555440148
6230,comedy,Joy Beasley,Easy per her still physical prepare.,2.2600000000000002,50.60513948170115
6231,scifi,Kathy Smith,Someone issue night college election.,1.03,55.929585920465335
6232,romance,Denise Brooks,Particular music hit data eye add.,1.29,28.690044676172693
6233,comedy,Amy Brown,Local pressure manager idea impact common.,1.5,52.27153633769704
6234,comedy,Michael Hoffman,Fly office if several task push.,1.78,42.19122963080528
6235,scifi,Susan King,Kid century price better just rise policy.,1.54,59.76362295731304
6236,scifi,Jeffery Mcbride,Newspaper season describe police of move describe six.,1.98,54.90098608686971
6237,documentary,Willie Porter,Among look way quite hotel.,1.09,40.39363723153975
6238,comedy,Michael Lee,Expert rise nature.,3.0500000000000003,54.10352630499448
6239,scifi,Erik Baird,Customer beyond million view.,0.69,53.76248731007493
6240,romance,Nicole Simmons,Who prove without dream room discuss together pick.,0.41000000000000003,56.48933581454951
6241,comedy,Sean Mayer,What bank under goal cultural check grow.,2.11,50.813203033033254
6242,scifi,Kyle Jones,Modern beyond fly sound learn.,2.3200000000000003,77.68107688763055
6243,comedy,Hayley Bryant,My pay today law customer card I.,1.06,49.83579076902947
6244,scifi,Sarah Elliott,Ahead activity laugh common region.,1.53,58.06310342613173
6245,romance,Zachary Hayes,Style laugh opportunity number operation early thousand too.,2.4400000000000004,35.30994389401501
6246,documentary,Mitchell Johnson,Land professional both get speech.,0.45,56.56381817307499
6247,documentary,Amanda Spence,Author together player expert.,0.77,56.63207413031262
6248,comedy,Samantha Reeves,Tell until maintain.,2.91,54.868519892942885
6249,comedy,George Rodriguez,Meet argue despite maybe fund save prevent.,3.0100000000000002,53.28437814726062
6250,comedy,Rodney Dixon,Guy peace mention base trial late nearly.,2.6100000000000003,44.1601875707126
6251,romance,Christian Castillo,Term unit last fine fire.,2.5100000000000002,59.94080998659442
6252,comedy,Samuel Boyer,Enjoy mind usually do unit here national.,1.17,42.512260259096195
6253,comedy,Catherine Molina,Subject quite simple their.,0.42000000000000004,48.1509106149224
6254,scifi,Laura Ramirez,Key worry perform because.,2.2600000000000002,53.1714169736081
6255,documentary,James Rangel,Outside important whose another morning.,2.64,66.58918394367358
6256,comedy,Kimberly Williams,Involve wide nothing go actually.,0.54,40.12564443977778
6257,romance,Jason Gardner,Walk two specific movement.,1.3499999999999999,62.549376289077216
6258,comedy,April Valdez,Early learn really serve.,2.0,48.613122062262406
6259,documentary,Katherine Daniels,Key quite land wind this treat score probably.,1.19,69.49701811944547
6260,comedy,William Thomas,More off voice weight wife significant series.,1.99,46.97074456149858
6261,comedy,Toni Nichols,Feel ten be performance culture test two.,3.1,32.293230401168856
6262,comedy,Nicole Montgomery,He finish type.,1.0,61.6379880307894
6263,scifi,Lori Wagner,Trip call take early energy shoulder at.,1.8699999999999999,64.2126862803986
6264,comedy,Rebecca Ray,Board bill treatment finish answer miss.,0.38,41.52344364948835
6265,documentary,Melissa Ray,Cut smile foreign continue trouble conference baby table.,0.41000000000000003,50.103646285547605
6266,romance,Travis Preston,Serious together accept two learn value huge common.,2.9400000000000004,29.75598446832163
6267,comedy,Sabrina Williams,Perhaps know teacher party little themselves.,2.16,42.933061641947475
6268,comedy,Charles Wright,But point maybe assume none view have.,2.98,40.4557410945931
6269,comedy,Ronald Hicks,Dog benefit matter safe choose.,2.87,45.06465094734716
6270,romance,Ryan Thompson,Series relationship least technology find deep.,2.52,58.696752956475954
6271,documentary,Angelica Williams,Way style federal TV.,2.23,53.07169288361019
6272,romance,Michelle Molina,Garden compare particularly difficult new offer.,2.98,50.40620856479141
6273,comedy,Sheila Walters,Boy its time between rise trouble.,1.89,73.10684760341103
6274,romance,Ann Smith,Free chair parent sense possible event nor.,2.3000000000000003,36.33879480280454
6275,romance,Collin Schmitt,Should tax not policy director region face.,1.97,46.07689845778151
6276,documentary,Lauren Rush,Audience bit have education although.,1.18,52.40481262088003
6277,scifi,Sandra Francis,Player kitchen nor unit.,1.64,40.958056778807375
6278,scifi,Elizabeth Taylor,We court around factor federal among plant.,2.9000000000000004,33.603700694419494
6279,romance,Jason Bullock,Million those successful push but.,1.79,34.17651806877001
6280,romance,Kathy Lopez,Instead check nice shoulder.,0.25,54.881987953634194
6281,romance,Bobby Williams,Partner outside step participant call old smile start.,0.6699999999999999,55.008440962766734
6282,comedy,Wesley Schneider,Experience likely though outside consumer mother person mouth.,1.26,69.39717375054755
6283,documentary,Paul Ward,Upon plant traditional today.,2.23,65.70794609881557
6284,scifi,Denise Cordova,Quickly executive road scene account.,2.35,45.66584001837153
6285,documentary,Miranda Smith,Stay memory citizen happen Congress.,2.97,43.0458644186074
6286,comedy,Daniel Henderson,Prevent quickly well middle service reduce.,1.76,50.54567884793513
6287,comedy,William Mueller,Early process newspaper key eye imagine Republican.,2.95,51.27450630401018
6288,scifi,Martin Strickland,Suddenly industry then against score go lead.,1.5999999999999999,38.21599941480183
6289,documentary,Dylan Rush,Happen move social.,1.3299999999999998,38.15770714498164
6290,romance,Erika Robinson,Open minute writer quality evidence bar.,0.55,57.07544969882236
6291,scifi,Teresa Davis,Word former key style determine.,2.3800000000000003,38.39993527595668
6292,scifi,Alexander Jones,Out yeah shoulder he its wonder little.,3.1300000000000003,44.777090356961466
6293,comedy,Haley Shaw,Write task once economic modern candidate.,1.76,34.809576263231335
6294,romance,Terry Chapman,Star culture player dog after indicate.,1.2,45.71457290594842
6295,documentary,Anna Chen,Knowledge human system a.,2.6100000000000003,56.50567987031015
6296,romance,Michelle Anderson,Half any institution others head exist still.,2.5100000000000002,48.44946526166767
6297,scifi,Bryan Holloway,Week our recently nature fact.,0.53,38.85601859068508
6298,scifi,Dale Martin,Section listen kitchen eight.,2.58,69.65223877714995
6299,comedy,Alex Jones,Develop baby once for.,2.5700000000000003,55.96684324290345
6300,scifi,James Jarvis,Local race you provide special foreign.,0.2,63.069696457301774
6301,documentary,Kristine Olson,Six claim decide.,0.61,47.70950243846544
6302,scifi,Lauren Sampson,Truth middle model cover whatever century.,1.98,56.82913582200293
6303,documentary,Eric Colon,At talk although guy experience.,0.22,42.979150776594594
6304,comedy,Michael Walker,Really message above.,0.26,47.41213752973277
6305,comedy,Louis Baird,Thing election economic herself sit off other.,2.41,47.986655098249535
6306,comedy,Kevin Hall,Debate story southern his soldier.,0.8400000000000001,59.400641621908214
6307,documentary,Mary Thompson,Road expect blue wide financial old.,0.2,52.66749831771943
6308,romance,Sara Mccullough,Floor notice television receive card guess black.,3.0,47.08916339708644
6309,scifi,April Berg,Space some series.,2.45,61.82908803681936
6310,documentary,Cassandra Romero,Show role simply pull good open ground example.,1.98,61.81349232575167
6311,comedy,Christopher Jones,Better which shoulder yet say.,0.75,54.98874071704163
6312,romance,Summer Lee,Add rise fish expect by.,3.1,49.04202016489439
6313,scifi,Michael Stokes,Entire how article.,0.9299999999999999,53.86744625104842
6314,documentary,Kendra James,Road beat music toward respond summer court just.,2.2,44.58715369981747
6315,comedy,Thomas Obrien,Industry weight pretty fall white doctor prepare.,2.5700000000000003,60.76907162637484
6316,romance,James Roman,Place responsibility within.,2.6,75.10757154133326
6317,romance,James Davis,Institution painting size feel others continue cell.,2.89,51.52132386666115
6318,comedy,Aaron Hampton,System firm fight property.,0.29000000000000004,63.020280204632044
6319,documentary,Jacqueline Osborn,Few mean moment.,1.29,62.720659524054774
6320,comedy,Bryan Martin,Account take list professional arrive education.,2.5,42.87372206163407
6321,documentary,Sarah Evans,People different compare low upon.,0.31,70.84439762191388
6322,romance,Andrew Smith,Well pull far us.,2.0,43.77854892088293
6323,scifi,Brian Vargas,Own first since officer day research.,3.1700000000000004,47.23742115009617
6324,scifi,Brian Harris,Thus star course suggest make perhaps her.,1.98,55.06420104222076
6325,scifi,Dale Dawson,Lose oil truth order.,1.52,56.265918798624064
6326,comedy,David Pope,Prove something meet song maybe develop.,1.95,55.50433092406029
6327,romance,Carolyn Dominguez,Agency series why talk.,2.8400000000000003,63.94028905614864
6328,scifi,Joshua Mcknight,Another heavy test training business tree.,0.72,51.64306392213468
6329,romance,Emily Lopez,Religious choice thank discover.,2.2800000000000002,65.53959169986209
6330,comedy,Kenneth Daniels,Age television watch through sort move short.,2.5,61.92193892157637
6331,documentary,Blake Lopez,Hope skin improve have political.,2.48,58.31861927206534
6332,romance,Joseph Harrison,Wall far particularly about truth finish there.,1.99,44.82256389770462
6333,documentary,Lindsay Nelson,Own no later along.,0.31,41.61725864242409
6334,comedy,Tiffany Curtis,Provide travel law.,1.8399999999999999,62.85097721861537
6335,romance,John Rodriguez,Maintain term total particular.,2.8200000000000003,42.59055561181403
6336,scifi,Tammy Crane,Adult able less possible.,0.73,60.91282112034298
6337,scifi,John Nguyen,Something job the soon.,2.95,51.56099879008617
6338,romance,Michele Booth,Really table Republican Republican base.,0.95,65.11621431778315
6339,romance,Lori Hoffman,Land lay real move name.,0.99,35.93836870254565
6340,scifi,Tonya Miller,Site star help begin minute sell money.,1.14,42.92227179426405
6341,comedy,Michelle Perez,International two manager law.,1.15,35.25366790979554
6342,scifi,Jerry Oliver,Else head strategy blue.,2.14,36.31272215943648
6343,romance,Nicholas Jones DDS,Establish figure reduce agent score stop.,0.5,44.198187530546434
6344,comedy,Samantha Blanchard,Feeling man and game fight.,2.6900000000000004,35.341378940536714
6345,comedy,Ronald Torres,Move word bag community.,2.6900000000000004,43.31181104226017
6346,scifi,Mason Hoover,Miss citizen candidate door effect ever indicate.,2.6,42.474047473366284
6347,romance,Carol Torres,Score store front finish.,1.5,51.28862950849109
6348,scifi,Colleen Mcdaniel,Food trouble would call consider say.,2.8600000000000003,54.226217606691215
6349,documentary,Leslie Harris,Mission listen middle still life.,1.5999999999999999,46.85743885414901
6350,scifi,Mary Scott,Car friend decide data possible analysis.,1.54,55.00288504030384
6351,documentary,Brandy Chaney,Now yet hot accept race.,1.11,28.95843538080925
6352,romance,Matthew Peterson,Pretty past everything probably among provide body.,2.91,43.99128380575235
6353,documentary,Vincent Shaw,Talk than while with three.,2.16,45.87752594840742
6354,documentary,Elizabeth Wong,You you pressure establish early.,1.11,40.41341952797232
6355,comedy,Patrick Smith,Adult air the leave add various firm.,2.09,49.983352106224686
6356,documentary,Brian Townsend,Either hour citizen again interesting.,3.0500000000000003,54.592286099931975
6357,romance,Kimberly Paul,Class employee exist against.,0.22,46.903070057094155
6358,scifi,Kimberly Walls,Yeah like often class himself ahead modern decide.,1.22,32.56392894639775
6359,scifi,David Blake,Style against name finish general.,1.19,41.1460337745962
6360,documentary,Lauren Smith,Indicate stay rather study successful case threat fine.,0.37,52.074170525141106
6361,scifi,Hannah Davis,Ground total system all.,1.29,48.004565030083484
6362,documentary,Christopher Diaz,Film image small store city seat might.,2.75,48.62321942003682
6363,scifi,William Ward,Claim black thing for various.,0.23,50.33206675242324
6364,documentary,Joshua Hebert,Section however that strong somebody establish.,2.5700000000000003,48.322603119090424
6365,documentary,Devon Allen,Audience of machine if whether.,1.3,41.2874459020193
6366,comedy,Heather Baker,Deal own consider knowledge truth remain.,1.69,42.384881617340326
6367,comedy,Elizabeth Lewis,Sing accept level run PM.,2.0700000000000003,29.281381506437697
6368,documentary,Patrick Rivera,Catch shake recent either.,2.08,58.489054653882526
6369,romance,Philip Sims,Just with employee several most laugh.,2.5,69.36051119392125
6370,scifi,Spencer Hill,Hair any leader person fund improve.,1.65,46.61192583265967
6371,romance,Paula Bell,Feeling effect agree back.,2.04,42.03152226047514
6372,comedy,Lee Long,Also need particular book road apply prepare.,0.28,34.06590503752815
6373,comedy,Jacob Haynes,Control administration draw program central suggest perform space.,1.57,53.51584329282947
6374,documentary,Anthony Acosta,Station ago from knowledge forget enter.,0.29000000000000004,31.272311322898517
6375,scifi,Jacob Payne,Purpose few movie.,0.51,44.769561494612624
6376,comedy,Michelle Farrell,Hand around gas number remember fill answer.,2.31,48.74303917090955
6377,documentary,Denise Trevino,Drive thing people dark single home let.,1.28,56.810717868352654
6378,romance,Mrs. Carrie Williams MD,Quality court sit debate computer follow.,2.31,56.177691862756056
6379,scifi,Timothy Jordan,Like federal minute power.,1.22,53.320733171499356
6380,comedy,Bruce Moore,Daughter phone land Republican.,1.8399999999999999,53.080755780832604
6381,documentary,Debra Dodson,Personal though like hour and.,0.9199999999999999,35.63026268864091
6382,romance,Cheryl Daniel,Force data generation who risk southern.,1.89,57.07257036692691
6383,documentary,Stephen Contreras,Region war mission I nearly.,1.71,61.981019768669356
6384,documentary,Hailey Wilson,Development between interest analysis structure media.,2.91,47.05702538097732
6385,documentary,Donald Tate,Mission half their success part gun.,0.41000000000000003,44.1835195763816
6386,romance,Christine Morrison,Memory family group nature avoid Mr rich.,2.77,46.212871580571694
6387,comedy,Mr. Nicolas Mendoza III,Treat born national but big parent.,2.33,38.95007105160309
6388,scifi,Crystal Baldwin,Operation bed apply feeling account indeed interesting score.,1.99,51.90549440454262
6389,documentary,Morgan Parker,Character account them.,1.45,56.23517327186369
6390,comedy,Carlos Pacheco,Similar sort executive pretty.,3.04,50.71702459884079
6391,documentary,Amy Lucero,Message teacher poor.,1.95,57.552922543886794
6392,romance,Joan Alexander,Movement carry win good century provide.,2.5700000000000003,45.209782502884345
6393,comedy,Mark Anthony,Bar simply policy garden really.,1.54,48.7685163596487
6394,comedy,Daniel Singh,Improve draw skill whole process.,1.24,43.82056584514072
6395,comedy,Danielle Taylor,Whose marriage environmental feel watch quite support.,1.49,31.009626834297304
6396,romance,Steven Todd,Add range long.,1.5899999999999999,45.30736045060578
6397,scifi,Julian Bradley,Others church often believe medical.,0.54,43.89316479584561
6398,comedy,Nicole Lopez,Represent than information Republican.,1.32,47.77732496424634
6399,romance,Christie Banks,Security store if official idea third career.,0.8899999999999999,52.3205351958899
6400,documentary,Darrell Gonzalez,Growth perhaps wrong real rich energy information admit.,1.05,63.64304346556851
6401,documentary,Mark Mckinney,Particularly someone take everything outside.,3.02,47.03013728062956
6402,romance,Katie Taylor,Large exist eat property.,1.8599999999999999,58.97068091431297
