film_id=1, genre='comedy', director_name='David Dixon', title='Candidate mean cover start environment interview those.', length=1.16, rating=61.00184253535795
film_id=6340, genre='scifi', director_name='Tonya Miller', title='Site star help begin minute sell money.', length=1.14, rating=42.92227179426405
film_id=6341, genre='comedy', director_name='Michelle Perez', title='International two manager law.', length=1.15, rating=35.25366790979554
film_id=6342, genre='scifi', director_name='Jerry Oliver', title='Else head strategy blue.', length=2.14, rating=36.31272215943648
film_id=6343, genre='romance', director_name='Nicholas Jones DDS', title='Establish figure reduce agent score stop.', length=0.5, rating=44.198187530546434
film_id=6344, genre='comedy', director_name='Samantha Blanchard', title='Feeling man and game fight.', length=2.6900000000000004, rating=35.341378940536714
film_id=6345, genre='comedy', director_name='Ronald Torres', title='Move word bag community.', length=2.6900000000000004, rating=43.31181104226017
film_id=6346, genre='scifi', director_name='Mason Hoover', title='Miss citizen candidate door effect ever indicate.', length=2.6, rating=42.474047473366284
film_id=6347, genre='romance', director_name='Carol Torres', title='Score store front finish.', length=1.5, rating=51.28862950849109
film_id=6348, genre='scifi', director_name='Colleen Mcdaniel', title='Food trouble would call consider say.', length=2.8600000000000003, rating=54.226217606691215
film_id=6349, genre='documentary', director_name='Leslie Harris', title='Mission listen middle still life.', length=1.5999999999999999, rating=46.85743885414901
film_id=6350, genre='scifi', director_name='Mary Scott', title='Car friend decide data possible analysis.', length=1.54, rating=55.00288504030384
film_id=6351, genre='documentary', director_name='Brandy Chaney', title='Now yet hot accept race.', length=1.11, rating=28.95843538080925
film_id=6352, genre='romance', director_name='Matthew Peterson', title='Pretty past everything probably among provide body.', length=2.91, rating=43.99128380575235
film_id=6353, genre='documentary', director_name='Vincent Shaw', title='Talk than while with three.', length=2.16, rating=45.87752594840742
film_id=6354, genre='documentary', director_name='Elizabeth Wong', title='You you pressure establish early.', length=1.11, rating=40.41341952797232
film_id=6355, genre='comedy', director_name='Patrick Smith', title='Adult air the leave add various firm.', length=2.09, rating=49.983352106224686
film_id=6356, genre='documentary', director_name='Brian Townsend', title='Either hour citizen again interesting.', length=3.0500000000000003, rating=54.592286099931975
film_id=6357, genre='romance', director_name='Kimberly Paul', title='Class employee exist against.', length=0.22, rating=46.903070057094155
film_id=6358, genre='scifi', director_name='Kimberly Walls', title='Yeah like often class himself ahead modern decide.', length=1.22, rating=32.56392894639775
film_id=6359, genre='scifi', director_name='David Blake', title='Style against name finish general.', length=1.19, rating=41.1460337745962
film_id=6360, genre='documentary', director_name='Lauren Smith', title='Indicate stay rather study successful case threat fine.', length=0.37, rating=52.074170525141106
film_id=6361, genre='scifi', director_name='Hannah Davis', title='Ground total system all.', length=1.29, rating=48.004565030083484
film_id=6362, genre='documentary', director_name='Christopher Diaz', title='Film image small store city seat might.', length=2.75, rating=48.62321942003682
film_id=6363, genre='scifi', director_name='William Ward', title='Claim black thing for various.', length=0.23, rating=50.33206675242324
film_id=6364, genre='documentary', director_name='Joshua Hebert', title='Section however that strong somebody establish.', length=2.5700000000000003, rating=48.322603119090424
film_id=6365, genre='documentary', director_name='Devon Allen', title='Audience of machine if whether.', length=1.3, rating=41.2874459020193
film_id=6366, genre='comedy', director_name='Heather Baker', title='Deal own consider knowledge truth remain.', length=1.69, rating=42.384881617340326
film_id=6367, genre='comedy', director_name='Elizabeth Lewis', title='Sing accept level run PM.', length=2.0700000000000003, rating=29.281381506437697
film_id=6368, genre='documentary', director_name='Patrick Rivera', title='Catch shake recent either.', length=2.08, rating=58.489054653882526
film_id=6369, genre='romance', director_name='Philip Sims', title='Just with employee several most laugh.', length=2.5, rating=69.36051119392125
film_id=6370, genre='scifi', director_name='Spencer Hill', title='Hair any leader person fund improve.', length=1.65, rating=46.61192583265967
film_id=6371, genre='romance', director_name='Paula Bell', title='Feeling effect agree back.', length=2.04, rating=42.03152226047514
film_id=6372, genre='comedy', director_name='Lee Long', title='Also need particular book road apply prepare.', length=0.28, rating=34.06590503752815
film_id=6373, genre='comedy', director_name='Jacob Haynes', title='Control administration draw program central suggest perform space.', length=1.57, rating=53.51584329282947
film_id=6374, genre='documentary', director_name='Anthony Acosta', title='Station ago from knowledge forget enter.', length=0.29000000000000004, rating=31.272311322898517
film_id=6375, genre='scifi', director_name='Jacob Payne', title='Purpose few movie.', length=0.51, rating=44.769561494612624
film_id=6376, genre='comedy', director_name='Michelle Farrell', title='Hand around gas number remember fill answer.', length=2.31, rating=48.74303917090955
film_id=6377, genre='documentary', director_name='Denise Trevino', title='Drive thing people dark single home let.', length=1.28, rating=56.810717868352654
film_id=6378, genre='romance', director_name='Mrs. Carrie Williams MD', title='Quality court sit debate computer follow.', length=2.31, rating=56.177691862756056
film_id=6379, genre='scifi', director_name='Timothy Jordan', title='Like federal minute power.', length=1.22, rating=53.320733171499356
film_id=6380, genre='comedy', director_name='Bruce Moore', title='Daughter phone land Republican.', length=1.8399999999999999, rating=53.080755780832604
film_id=6381, genre='documentary', director_name='Debra Dodson', title='Personal though like hour and.', length=0.9199999999999999, rating=35.63026268864091
film_id=6382, genre='romance', director_name='Cheryl Daniel', title='Force data generation who risk southern.', length=1.89, rating=57.07257036692691
film_id=6383, genre='documentary', director_name='Stephen Contreras', title='Region war mission I nearly.', length=1.71, rating=61.981019768669356
film_id=6384, genre='documentary', director_name='Hailey Wilson', title='Development between interest analysis structure media.', length=2.91, rating=47.05702538097732
film_id=6385, genre='documentary', director_name='Donald Tate', title='Mission half their success part gun.', length=0.41000000000000003, rating=44.1835195763816
film_id=6386, genre='romance', director_name='Christine Morrison', title='Memory family group nature avoid Mr rich.', length=2.77, rating=46.212871580571694
film_id=6387, genre='comedy', director_name='Mr. Nicolas Mendoza III', title='Treat born national but big parent.', length=2.33, rating=38.95007105160309
film_id=6388, genre='scifi', director_name='Crystal Baldwin', title='Operation bed apply feeling account indeed interesting score.', length=1.99, rating=51.90549440454262
film_id=6389, genre='documentary', director_name='Morgan Parker', title='Character account them.', length=1.45, rating=56.23517327186369
film_id=6390, genre='comedy', director_name='Carlos Pacheco', title='Similar sort executive pretty.', length=3.04, rating=50.71702459884079
film_id=6391, genre='documentary', director_name='Amy Lucero', title='Message teacher poor.', length=1.95, rating=57.552922543886794
film_id=6392, genre='romance', director_name='Joan Alexander', title='Movement carry win good century provide.', length=2.5700000000000003, rating=45.209782502884345
film_id=6393, genre='comedy', director_name='Mark Anthony', title='Bar simply policy garden really.', length=1.54, rating=48.7685163596487
film_id=6394, genre='comedy', director_name='Daniel Singh', title='Improve draw skill whole process.', length=1.24, rating=43.82056584514072
film_id=6395, genre='comedy', director_name='Danielle Taylor', title='Whose marriage environmental feel watch quite support.', length=1.49, rating=31.009626834297304
film_id=6396, genre='romance', director_name='Steven Todd', title='Add range long.', length=1.5899999999999999, rating=45.30736045060578
film_id=6397, genre='scifi', director_name='Julian Bradley', title='Others church often believe medical.', length=0.54, rating=43.89316479584561
film_id=6398, genre='comedy', director_name='Nicole Lopez', title='Represent than information Republican.', length=1.32, rating=47.77732496424634
film_id=6399, genre='romance', director_name='Christie Banks', title='Security store if official idea third career.', length=0.8899999999999999, rating=52.3205351958899
film_id=6400, genre='documentary', director_name='Darrell Gonzalez', title='Growth perhaps wrong real rich energy information admit.', length=1.05, rating=63.64304346556851
film_id=6401, genre='documentary', director_name='Mark Mckinney', title='Particularly someone take everything outside.', length=3.02, rating=47.03013728062956
film_id=6402, genre='romance', director_name='Katie Taylor', title='Large exist eat property.', length=1.8599999999999999, rating=58.97068091431297
film_id=6403, genre='scifi', director_name='Thomas Mason', title='Cold poor move.', length=1.52, rating=57.970564226311346
film_id=6404, genre='scifi', director_name='Roger Beck', title='Brother down power.', length=1.52, rating=53.631443697697094
film_id=6405, genre='documentary', director_name='John Wyatt', title='Camera show it turn.', length=0.29000000000000004, rating=52.267875520484
film_id=6406, genre='documentary', director_name='Jamie Zimmerman', title='Itself effort after drive tonight what top.', length=2.02, rating=48.4457554610317
film_id=6407, genre='documentary', director_name='William Mitchell', title='Benefit thank agree.', length=2.4400000000000004, rating=46.387462144972396
film_id=6408, genre='romance', director_name='Peter Allen', title='Hand information cut attack activity without stage.', length=1.24, rating=48.57553537402191
film_id=6409, genre='documentary', director_name='Jeffrey Davis', title='Among walk game nothing first.', length=1.6099999999999999, rating=43.91087335942666
film_id=6410, genre='romance', director_name='Kristen Rodriguez', title='Send their agent of.', length=3.0300000000000002, rating=52.0851419919369
film_id=6411, genre='romance', director_name='James Jones', title='History all of daughter later research.', length=2.91, rating=28.587890156755922
film_id=6412, genre='comedy', director_name='Heather Frost', title='Tend establish may.', length=2.22, rating=56.741585582734444
film_id=6413, genre='documentary', director_name='Christopher Vazquez', title='Why suffer while religious size history same check.', length=0.73, rating=60.848452358884245
film_id=6414, genre='comedy', director_name='Christine Contreras', title='Edge image voice example near side player.', length=1.92, rating=54.14371603084458
film_id=6415, genre='scifi', director_name='Craig Johnson', title='History few at bit medical.', length=0.46, rating=36.05640474051928
film_id=6416, genre='scifi', director_name='Cheryl Rodriguez', title='Young positive possible meeting.', length=1.45, rating=71.83595180498706
film_id=6417, genre='romance', director_name='Crystal Porter', title='Class important factor.', length=2.62, rating=43.15914938068721
film_id=6418, genre='scifi', director_name='Roberto Meyer', title='Along drive our evidence tonight service second.', length=1.01, rating=63.76563845063943
film_id=6419, genre='documentary', director_name='Shari Owen', title='Door mouth say role information.', length=1.99, rating=37.56403840207422
film_id=6420, genre='documentary', director_name='Derrick Mcdonald', title='Summer power use main ok decide yourself.', length=0.8200000000000001, rating=47.6164623525372
film_id=6421, genre='documentary', director_name='Amber Rivers', title='Include into commercial law.', length=0.95, rating=54.62267836724011
film_id=6422, genre='scifi', director_name='Edgar Acevedo', title='Will third business.', length=1.14, rating=51.368521949540295
film_id=6423, genre='comedy', director_name='Amy Chaney', title='Production born approach need continue why weight.', length=2.06, rating=52.85742009207532
film_id=6424, genre='romance', director_name='Matthew Martin', title='Word guy against wide pick want writer.', length=2.66, rating=56.05960415836919
film_id=6425, genre='romance', director_name='Stephanie Villarreal', title='Between record product sometimes.', length=1.12, rating=41.22150391979169
film_id=6426, genre='comedy', director_name='Joe Benton', title='Condition leg class clearly join.', length=1.43, rating=41.79781952459943
film_id=6427, genre='scifi', director_name='John Allen MD', title='Hold central red painting chair participant tend.', length=1.71, rating=54.86692129268646
film_id=6428, genre='romance', director_name='Christopher Mitchell', title='Bring four will.', length=1.46, rating=43.11548908830747
film_id=6429, genre='romance', director_name='Robin Goodwin', title='Two situation should politics can event.', length=2.6, rating=37.781955204722074
film_id=6430, genre='romance', director_name='Michelle Wilson', title='Degree result experience local rise.', length=2.5500000000000003, rating=44.995092804405125
film_id=6431, genre='romance', director_name='Stephanie Robinson', title='Doctor make special ten population party range.', length=2.6, rating=48.94391600101148
film_id=6432, genre='documentary', director_name='Rachel Price', title='Remain hour serious visit establish economic record young.', length=3.1700000000000004, rating=54.21419865988386
film_id=6433, genre='romance', director_name='Traci Stephens', title='Raise most management simply.', length=1.99, rating=42.35221087818067
film_id=6434, genre='scifi', director_name='Linda Reese', title='Trial focus listen own last plan.', length=2.19, rating=63.64785618491334
film_id=6435, genre='comedy', director_name='Jessica Rivers', title='Take center in resource development office.', length=0.62, rating=52.22011837275873
film_id=6436, genre='documentary', director_name='Cheryl Davis', title='Congress large food true board office until western.', length=1.69, rating=57.151382113572105
film_id=6437, genre='romance', director_name='Alan Parsons', title='Candidate water wait yourself.', length=2.64, rating=42.5528304151833
film_id=6438, genre='documentary', director_name='Andrew Ramos', title='Open teach least final mean reduce machine.', length=1.94, rating=50.773645205660834
film_id=6439, genre='comedy', director_name='Gina Wallace', title='Full land long find near I.', length=2.5, rating=76.02233933712508
film_id=6440, genre='comedy', director_name='Catherine Daugherty', title='World challenge often single.', length=0.33, rating=59.50630938848806
film_id=6441, genre='comedy', director_name='Kelly Fisher', title='Plant commercial form region.', length=2.3200000000000003, rating=47.39165401961275
film_id=6442, genre='romance', director_name='Ashley Brown', title='Themselves number cut free interview bar everybody.', length=0.78, rating=28.280953812254104
film_id=6443, genre='romance', director_name='Gregory Thompson', title='Way do approach skill son technology.', length=2.24, rating=63.52957717269317
film_id=6444, genre='comedy', director_name='Louis Fuentes', title='Time ever woman card.', length=1.91, rating=36.85064886314276
film_id=6445, genre='romance', director_name='Elizabeth Rodriguez', title='College blood brother back stand similar account someone.', length=0.55, rating=39.33459140020304
film_id=6446, genre='scifi', director_name='Samantha Schneider', title='Our style middle card sure.', length=0.54, rating=41.553757223218454
film_id=6447, genre='scifi', director_name='Elizabeth Richardson', title='Knowledge technology word lead camera full spring.', length=2.33, rating=38.559037997587644
film_id=6448, genre='romance', director_name='Shannon Shelton', title='During pressure hour weight.', length=1.46, rating=39.620838648350016
film_id=6449, genre='scifi', director_name='Ryan Turner', title='Property body attorney once instead.', length=0.64, rating=34.03009937351305
film_id=6450, genre='romance', director_name='Roger Simpson', title='Real decide serve test medical character.', length=2.91, rating=40.23199844545917
film_id=6451, genre='documentary', director_name='Alice Jackson', title='Case war floor field.', length=1.52, rating=44.145527699963274
film_id=6452, genre='scifi', director_name='Alexandria Newton', title='Will foreign much arm security.', length=1.11, rating=35.71045992622377
film_id=6453, genre='comedy', director_name='Jennifer Cook', title='Type decade choose your actually growth would friend.', length=0.7, rating=56.85536841918862
film_id=6454, genre='comedy', director_name='Olivia Long', title='Security meet expect score free decide.', length=1.95, rating=47.11589494726884
film_id=6455, genre='scifi', director_name='Jason Simpson', title='Say culture manager determine between range defense.', length=2.4200000000000004, rating=48.63634734392793
film_id=6456, genre='comedy', director_name='Joshua Harrison', title='Us affect of which surface fire.', length=2.5300000000000002, rating=58.42634322952951
film_id=6457, genre='documentary', director_name='Mark Dawson', title='Ever on walk consumer senior north.', length=2.11, rating=53.08648443067673
film_id=6458, genre='documentary', director_name='Barbara Garcia', title='Recently factor movie factor next.', length=0.81, rating=69.37403510646084
film_id=6459, genre='documentary', director_name='Matthew Weeks', title='Down medical remain friend.', length=3.12, rating=44.34557413299341
film_id=6460, genre='documentary', director_name='Travis Jones', title='Kid if style former task.', length=3.0900000000000003, rating=65.33058148538886
film_id=6461, genre='documentary', director_name='Dr. Catherine Williams', title='Career individual left pay.', length=2.4200000000000004, rating=40.02353307280646
film_id=6462, genre='comedy', director_name='Sarah Duarte', title='Enter fly every value need admit finish attention.', length=2.04, rating=50.702919896590274
film_id=6463, genre='scifi', director_name='Leslie Cortez', title='Point large car read pay course.', length=2.37, rating=36.867557868459954
film_id=6464, genre='romance', director_name='James Elliott', title='Raise shoulder positive according door.', length=2.8400000000000003, rating=52.10917061015797
film_id=6465, genre='scifi', director_name='Steven Horton', title='Else happy across see simply under.', length=1.21, rating=41.58735933832799
film_id=6466, genre='romance', director_name='Timothy Stewart', title='Sing short customer game.', length=1.16, rating=42.738661595008686
film_id=6467, genre='romance', director_name='Alexis Baker', title='Response manage itself group pressure heart detail.', length=2.56, rating=50.60259744534839
film_id=6468, genre='scifi', director_name='Anna Smith', title='Sister hundred wife course.', length=2.47, rating=33.79952349550436
film_id=6469, genre='comedy', director_name='Gary Phillips', title='Range the think green nor write represent bag.', length=2.46, rating=57.151995502054845
film_id=6470, genre='comedy', director_name='Madison West', title='Ask hold peace my want.', length=0.96, rating=52.83009339185941
film_id=6471, genre='comedy', director_name='Stephen Boyer', title='Office subject call significant yard.', length=2.71, rating=52.5820983351195
film_id=6472, genre='documentary', director_name='Melissa Carrillo', title='Coach dinner hospital yard party room.', length=0.55, rating=34.82459790557601
film_id=6473, genre='scifi', director_name='Paul Flores', title='Mean eye outside help left discover.', length=0.44, rating=78.19691872308297
film_id=6474, genre='scifi', director_name='Julie Day', title='Claim skill amount of whose.', length=1.6099999999999999, rating=53.10098085108556
film_id=6475, genre='comedy', director_name='Danny Martinez', title='Technology nearly produce ahead happen.', length=0.98, rating=41.78815569099437
film_id=6476, genre='scifi', director_name='Glen Patterson', title='Board church middle onto.', length=2.5100000000000002, rating=22.45094105635264
film_id=6477, genre='scifi', director_name='Mrs. Mary Gibson', title='Marriage story special stay president.', length=2.62, rating=60.112770569803814
film_id=6478, genre='romance', director_name='Shawn Smith', title='Research share door ready people.', length=1.8399999999999999, rating=54.37798737975302
film_id=6479, genre='scifi', director_name='Joshua Gomez', title='Black health occur wrong race society.', length=1.38, rating=47.064308210808875
film_id=6480, genre='romance', director_name='Angela Lopez', title='Color seat every peace.', length=0.98, rating=32.96101071763555
film_id=6481, genre='comedy', director_name='Alex Herrera', title='Cause public media issue building easy.', length=1.57, rating=34.132161871150025
film_id=6482, genre='documentary', director_name='Christopher Hernandez', title='Gun use reach Democrat fight beyond friend.', length=1.57, rating=30.31371506063477
film_id=6483, genre='comedy', director_name='Douglas Mckee', title='News world recognize summer low time will.', length=0.51, rating=51.9198990020537
film_id=6484, genre='documentary', director_name='Barry Hall', title='Will job together research Republican visit.', length=0.8500000000000001, rating=60.067754098343784
film_id=6485, genre='documentary', director_name='Kimberly Davis', title='Drive floor reach air goal sign.', length=2.17, rating=55.5768929422833
film_id=6486, genre='scifi', director_name='Patricia Gonzalez', title='Bit stay necessary thing site relationship.', length=2.0700000000000003, rating=44.970644455408376
film_id=6487, genre='comedy', director_name='Patrick Johnson', title='Church station similar name of win less.', length=0.45, rating=63.9455069173506
film_id=6488, genre='documentary', director_name='Crystal Price', title='Ball face page daughter thus.', length=2.33, rating=71.06042887818633
film_id=6489, genre='romance', director_name='Jill Gilbert', title='Feel field modern already alone hospital light.', length=2.75, rating=56.135549858456976
film_id=6490, genre='comedy', director_name='Connie Ramos', title='National employee economic end look.', length=0.5700000000000001, rating=43.34332228018325
film_id=6491, genre='documentary', director_name='Erik Carr', title='Discussion which interview hair.', length=2.13, rating=47.54445641588067
film_id=6492, genre='comedy', director_name='Ashley Palmer', title='Already part situation development.', length=2.89, rating=48.41663659454559
film_id=6493, genre='romance', director_name='Michael Crawford', title='Hold hair second glass safe stock mind.', length=0.23, rating=40.961457922226174
film_id=6494, genre='romance', director_name='Alan Levy', title='Stay them do exist part.', length=2.35, rating=55.818813348220836
film_id=6495, genre='documentary', director_name='Christopher Yoder', title='Subject our indicate join music project value.', length=2.83, rating=38.714815110651486
film_id=6496, genre='comedy', director_name='Benjamin Smith', title='Front modern affect real today job walk.', length=0.6000000000000001, rating=54.074959949148635
film_id=6497, genre='romance', director_name='Keith Thompson', title='Expect record already matter third care student.', length=0.29000000000000004, rating=57.46174866803915
film_id=6498, genre='comedy', director_name='Brandy Vang', title='Analysis indicate well buy.', length=1.3599999999999999, rating=47.162834875336145
film_id=6499, genre='documentary', director_name='Cynthia Reed', title='Training tough develop tend.', length=1.12, rating=53.76522463186036
film_id=6500, genre='comedy', director_name='Carmen Rubio', title='Song deal night want.', length=1.08, rating=46.81346525811932
film_id=6501, genre='documentary', director_name='Frank Griffin', title='Realize when conference under big matter create.', length=0.28, rating=40.742511396409604
film_id=6502, genre='comedy', director_name='Michael Green', title='Never raise decide pretty source.', length=1.89, rating=55.93781059073558
film_id=6503, genre='documentary', director_name='Jeffery Walsh', title='Good partner market why.', length=2.64, rating=48.16756519323013
film_id=6504, genre='romance', director_name='Robert Hall', title='Outside blue much your water art live wind.', length=1.06, rating=57.98985473738334
film_id=6505, genre='scifi', director_name='Carol Odom', title='Realize bed cover.', length=1.76, rating=43.00611409015209
film_id=6506, genre='comedy', director_name='Margaret Alvarado', title='Hold think green many staff board believe.', length=2.16, rating=46.4608113121811
film_id=6507, genre='romance', director_name='Angela Moody', title='Brother across walk.', length=2.15, rating=60.61145456321076
film_id=6508, genre='comedy', director_name='Barry Lopez', title='Several meet artist food describe vote control.', length=1.05, rating=43.67146981876395
film_id=6509, genre='comedy', director_name='Kevin Mann', title='Me rest shoulder blood quality.', length=1.41, rating=58.9170015549345
film_id=6510, genre='scifi', director_name='Bryan Rosario', title='Shoulder culture same religious.', length=2.0300000000000002, rating=36.42726250061351
film_id=6511, genre='documentary', director_name='Susan Stevenson', title='Newspaper player prove detail remember dinner share.', length=1.56, rating=54.23091321458259
film_id=6512, genre='scifi', director_name='Shari Lin', title='Project everybody stuff until.', length=1.94, rating=65.362771517596
film_id=6513, genre='romance', director_name='Mark Mcdaniel', title='Wife yes school offer eye some seem bar.', length=1.39, rating=42.055946919053376
film_id=6514, genre='comedy', director_name='Alex Allen', title='Avoid issue many vote or.', length=1.23, rating=47.644049191685205
film_id=6515, genre='comedy', director_name='Kristen Ray', title='Long thing page why collection.', length=0.74, rating=59.414969743747584
film_id=6516, genre='romance', director_name='Douglas Barnes', title='Every us news factor per between.', length=2.87, rating=34.56057704312789
film_id=6517, genre='romance', director_name='David Jenkins', title='Hundred bar television media.', length=1.94, rating=41.128983491930924
film_id=6518, genre='comedy', director_name='Sara Knight', title='Young teach minute other smile.', length=0.8400000000000001, rating=47.05549105247848
film_id=6519, genre='romance', director_name='Christina Davis', title='Education son avoid wide.', length=1.15, rating=43.323287695669926
film_id=6520, genre='scifi', director_name='Suzanne Mullins', title='Education hope hotel floor.', length=1.17, rating=58.87512659899436
film_id=6521, genre='romance', director_name='Gloria Mills', title='Free subject market.', length=2.6500000000000004, rating=58.19231986302978
film_id=6522, genre='romance', director_name='Peter Contreras', title='Race after than.', length=3.1500000000000004, rating=39.3110720658081
film_id=6523, genre='comedy', director_name='Chad Matthews', title='Ready mind provide important performance and claim.', length=1.67, rating=51.160460236572824
film_id=6524, genre='scifi', director_name='Julie Roy', title='How action themselves significant party authority although.', length=0.36, rating=56.04861354752411
film_id=6525, genre='romance', director_name='Joshua Rose', title='Report arrive wear order girl.', length=2.5100000000000002, rating=43.41621153318471
film_id=6526, genre='scifi', director_name='Kimberly Wilson', title='Nothing campaign student prepare expect design modern.', length=2.8600000000000003, rating=55.94044369227195
film_id=6527, genre='romance', director_name='James Bright', title='Section best herself style move.', length=3.18, rating=42.600279108700306
film_id=6528, genre='comedy', director_name='Daniel York', title='Movement exist over somebody.', length=1.81, rating=39.37308857286038
film_id=6529, genre='romance', director_name='Joseph Pittman', title='We instead including despite poor.', length=1.52, rating=70.48324324250069
film_id=6530, genre='documentary', director_name='Robert Brock DVM', title='Son pass Democrat bar.', length=0.64, rating=64.89734472137191
film_id=6531, genre='scifi', director_name='Rebecca Daniel', title='Anything same play site future.', length=0.24000000000000002, rating=58.681916518952846
film_id=6532, genre='comedy', director_name='Shane Hall', title='Write begin everything site.', length=1.8399999999999999, rating=42.18523037826126
film_id=6533, genre='documentary', director_name='Gabrielle Levine', title='Contain once tend allow parent religious hope.', length=2.8000000000000003, rating=49.17067323760756
film_id=6534, genre='scifi', director_name='Matthew Jackson', title='Clearly particularly allow left management least.', length=1.8599999999999999, rating=54.58689230556172
film_id=6535, genre='romance', director_name='Priscilla Hernandez', title='Reach establish house anyone road by white.', length=0.27, rating=43.447742739291336
film_id=6536, genre='comedy', director_name='Tammy Richardson', title='Word into same plant see.', length=3.1700000000000004, rating=50.40122133736789
film_id=6537, genre='romance', director_name='Franklin Phillips', title='Again score stand authority great turn computer.', length=1.4, rating=62.52216213867949
film_id=6538, genre='documentary', director_name='Melissa Mcdaniel', title='Open while grow water system nor hear.', length=1.06, rating=51.15526275230596
film_id=6539, genre='romance', director_name='Mario James', title='Everything big trouble hospital rise simple throughout.', length=2.7800000000000002, rating=64.27826818685645
film_id=6540, genre='comedy', director_name='Gloria Romero MD', title='Maybe site fire example baby thought data.', length=0.97, rating=55.64546855296927
film_id=6541, genre='romance', director_name='Derrick Wright', title='Role law bit test discussion business.', length=0.79, rating=69.11717467475015
film_id=6542, genre='documentary', director_name='Cassie Kline', title='Receive night cultural.', length=1.03, rating=54.008052186456254
film_id=6543, genre='documentary', director_name='Tiffany Joseph', title='Action happy impact present lay through professional fear.', length=3.14, rating=68.07703198137318
film_id=6544, genre='scifi', director_name='Michael Ruiz', title='Level fine right but.', length=1.3, rating=39.57214753358039
film_id=6545, genre='comedy', director_name='Robert Haynes', title='Particular argue win best lot recently food.', length=1.93, rating=44.491739498532965
film_id=6546, genre='comedy', director_name='Thomas Robertson', title='Difference late travel others early will business area.', length=2.56, rating=42.45336865258848
film_id=6547, genre='documentary', director_name='Emily Anderson', title='Base start film side minute.', length=0.56, rating=54.39472839586776
film_id=6548, genre='scifi', director_name='Phyllis Hayes', title='Prevent song fly government indicate color.', length=1.3499999999999999, rating=45.38120976368549
film_id=6549, genre='romance', director_name='Angela Williams', title='Tree interview ten another fire season party.', length=2.81, rating=55.18579999999432
film_id=6550, genre='romance', director_name='Christopher Guzman', title='Agent manager discover only choice rest.', length=1.3599999999999999, rating=42.66428341475089
film_id=6551, genre='scifi', director_name='Jennifer Gonzalez', title='Near along as plant.', length=1.12, rating=42.04476134139801
film_id=6552, genre='scifi', director_name='Peggy Reyes', title='Bring there war.', length=0.69, rating=57.39334272035519
film_id=6553, genre='romance', director_name='Terry Hammond', title='Throw rate note along him above.', length=0.5900000000000001, rating=56.77918363912839
film_id=6554, genre='scifi', director_name='Michaela Curtis', title='Eye whether black ever.', length=1.8699999999999999, rating=38.01128093770554
film_id=6555, genre='scifi', director_name='Vanessa Phillips', title='Military growth keep fall pretty force know.', length=0.46, rating=40.808787194040775
film_id=6556, genre='comedy', director_name='Maria Higgins', title='Tend hold any sense audience bad president become.', length=2.39, rating=48.022811378687074
film_id=6557, genre='scifi', director_name='Michael Hale', title='Hot others send wind decide another.', length=0.65, rating=36.383983573325935
film_id=6558, genre='comedy', director_name='Jason Mitchell', title='Yeah authority writer.', length=2.96, rating=42.373352197627035
film_id=6559, genre='documentary', director_name='Ashley Ortiz', title='Simple executive life him to Congress employee.', length=0.95, rating=44.27852673764426
film_id=6560, genre='romance', director_name='Desiree Gray', title='Office data member again through toward.', length=1.79, rating=55.17349938246598
film_id=6561, genre='scifi', director_name='Jeffrey Rodriguez', title='North training scientist tend ask style over.', length=0.47000000000000003, rating=39.01376867846892
film_id=6562, genre='documentary', director_name='Erica Johnson', title='Of little dinner nature bank method nice work.', length=1.0, rating=73.36234300190189
film_id=6563, genre='scifi', director_name='Lori Mitchell', title='Fly government light.', length=1.93, rating=50.344661700005176
film_id=6564, genre='romance', director_name='Miss Sheri Smith', title='Impact their oil particularly would few art generation.', length=0.6699999999999999, rating=44.76245778130298
film_id=6565, genre='romance', director_name='Dr. Samuel Carroll', title='Meeting attorney time wait.', length=2.19, rating=47.5327706462369
film_id=6566, genre='documentary', director_name='Rebekah Sutton', title='Wife pattern couple program middle talk.', length=1.99, rating=46.65113398327749
film_id=6567, genre='romance', director_name='Gina Thompson', title='Poor wall pretty.', length=1.08, rating=59.22614911670449
film_id=6568, genre='romance', director_name='Douglas Hammond', title='Partner pretty case range successful.', length=2.22, rating=38.65397418633177
film_id=6569, genre='documentary', director_name='Teresa Alexander', title='Believe owner yeah.', length=1.01, rating=70.99686160082265
film_id=6570, genre='scifi', director_name='Nathan Zimmerman', title='Southern tonight also cup method middle former.', length=1.02, rating=47.677244800856236
film_id=6571, genre='romance', director_name='Justin Alvarado', title='Green include make.', length=2.68, rating=45.15670136904584
film_id=6572, genre='scifi', director_name='Valerie Fisher', title='Science vote evening they.', length=1.24, rating=47.37005109612162
film_id=6573, genre='scifi', director_name='Russell Bailey', title='Thing painting sure recently.', length=2.15, rating=48.87695556845043
film_id=6574, genre='documentary', director_name='Robert Moore', title='Left fear meet role.', length=2.13, rating=49.14940912576397
film_id=6575, genre='comedy', director_name='Tanya Frey', title='School surface space inside product act avoid.', length=2.35, rating=39.13254889478908
film_id=6576, genre='comedy', director_name='Anita Harris', title='Available bar memory too.', length=2.0700000000000003, rating=67.03632990828592
film_id=6577, genre='comedy', director_name='Mr. Michael Dominguez', title='South soon record road control.', length=0.36, rating=38.90068828861949
film_id=6578, genre='romance', director_name='Julie Hall', title='Skin himself result appear other success.', length=2.73, rating=54.46929841427563
